BAE,DataID,Divisi,EfekEmiten_EBA,EfekEmiten_ETF,EfekEmiten_Obligasi,EfekEmiten_Saham,EfekEmiten_SPEI,Industri,SubIndustri,Email,Fax,id,JenisEmiten,KegiatanUsahaUtama,KodeDivisi,KodeEmiten,NamaEmiten,NPKP,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Status,Logo
PT. Adimitra Transferindo,0,,False,False,False,True,False,,,ispin@indospring.co.id,(031)3981531,0,,Industri Perlengkapan Otomotif,,INDS,Indospring Tbk,,01.122.686.7-054.000,PENGEMBANGAN,"TRADE, SERVICES & INVESTMENT",OTHERS,1990-08-10T00:00:00,"(031)398-11-35, 398-25-24, 398-24-83, 398-25-84 (HP. Gunadi 0811-31-61-75)
",0,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INDS.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Jasa Profesional,Jasa Penelitian & Konsultasi,corsec@tanahlaut.co.id,021 - 2782 0991,0,,Aktifitas Kantor Pusat,,INDX,Tanah Laut Tbk,,01.554.630.2-054.000,Pengembangan,Perindustrian,Jasa Perindustrian,2001-05-17T00:00:00,021 - 2781 2154 / 56 - 57,www.tanahlaut.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INDX.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Batu Bara,Produksi Batu Bara,info@indikaenergy.co.id,(021) 25579889,0,,Pertambangan,,INDY,Indika Energy Tbk,,02.015.553.7-091.000 ,Utama,Energi,"Minyak, Gas & Batu Bara",2008-06-11T00:00:00,(021) 25579888 ,www.indikaenergy.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INDY.jpg
,0,,False,False,True,True,False,Perhutanan & Kertas,Kertas,yan_partawijaya@app.co.id; suhendra_wiriadinata@app.co.id; heri_santoso@app.co.id; lydia_lydia@app.co.id,021 - 3927685,0,,Pulp and Paper,,INKP,Indah Kiat Pulp & Paper Tbk,-,01.000.566.8-092.000,Utama,Barang Baku,Barang Baku,1990-07-16T00:00:00,021-29650800,http://www.app.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INKP.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pakaian & Barang Mewah,Tekstil,info@inocycle.com,(021) 590 3310,0,,Pengolahan plastik daur ulang,,INOV,PT Inocycle Technology Group Tbk.,,02.026.460.2-057.000,Pengembangan,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,2019-07-10T00:00:00,021 5909626,www.inocycle.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INOV.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Bank,Bank,co_secretary@ag.co.id,(021) 515-3157,0,,Perbankan,,INPC,Bank Artha Graha Internasional Tbk,,01.314.288.0-054.000,Utama,Keuangan,Bank,1990-08-23T00:00:00,(021) 515-2168,www.arthagraha.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INPC.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,info@theparadise-group.com,+6221 - 29880460,0,,sebagaimana terlampir,,INPP,Indonesian Paradise Property Tbk,0,01.773.461.7-054.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2004-01-12T00:00:00,+6221 - 29880466,www.theparadise-group.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INPP.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,corporate.secretary@inprasegroup.co.id,(62-21) 658 37838,0,,"Perdagangan Besar dan Distribusi Bahan Bakar Padar, Cair dan Minyak Pelumas Dalam Kemasan,Gas dan Produk Yang Berkaitan Dengan Itu serta Penyedia Jasa Logistik",,INPS,PT Indah Prakasa Sentosa Tbk.,,01.457.742.3-046.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",2018-04-06T00:00:00,"(62-21) 658 37620, 658 37621",http://www.inprasegroup.co.id/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INPS.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Perhutanan & Kertas,Kertas,investor_relation@tobapulp.com,+62 61 453 0967,0,,Pulp and Paper,,INRU,Toba Pulp Lestari Tbk,01.219.795.0-054.000,01.219.795.0-054.000,Pengembangan,Barang Baku,Barang Baku,1990-06-18T00:00:00,+62 61 453 2088,www.tobapulp.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INRU.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Mesin,Mesin Konstruksi & Kendaraan Berat,corpsec@intracopenta.com,021-4419330; 021-4413882,0,,Perdagangan Alat Berat,,INTA,Intraco Penta Tbk,01.305.691.6-091.000,01.305.691.6-091.000,Pengembangan,Perindustrian,Barang Perindustrian,1993-08-23T00:00:00,021-4401408,www.intracopenta.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INTA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Perhutanan & Kertas,Kertas,corpsecr@interdelta.co.id,021 6510472,0,,Perdagangan dan Photograf,,INTD,Inter-Delta Tbk,,01.300.809.9-054.000,Pengembangan,Barang Baku,Barang Baku,1989-12-18T00:00:00,021 6523333,www.inter-delta.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INTD.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Material Konstruksi,Material Konstruksi,corpsec@indocement.co.id,021-87941166,0,,Produksi Semen,,INTP,Indocement Tunggal Prakarsa Tbk,,01.062.119.1-092.000,Utama,Barang Baku,Barang Baku,1989-12-05T00:00:00,021-8754343 ext 3808,http://www.indocement.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/INTP.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@eraindonesia.com,(021) 570 4776 / (021) 570 8082,0,,Waralaba dan Jasa Agen Real Estat,,IPAC,PT Era Graharealty Tbk,,01.567.150.6-022.000,Akselerasi,Properti & Real Estat,Properti & Real Estat,2021-06-30T00:00:00,(021) 570 8000 / (021) 2967 5123,www.eraindonesia.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IPAC.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Operator Infrastruktur Transportasi,Operator Pelabuhan,corsec.ipcc1@gmail.com,021-4393 2250,0,,"Bongkar muat barang dari dan ke kapal, meliputi cargodoring, receiving-delivery dan stevedoring",,IPCC,PT Indonesia Kendaraan Terminal Tbk.,,03.276.301.3-093.000,Utama,Infrastruktur,Infrastruktur Transportasi,2018-07-09T00:00:00,021-4393 2251,www.indonesiacarterminal.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IPCC.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Operator Infrastruktur Transportasi,Operator Pelabuhan,corsec@ipcmarine.co.id,(021) 436 6789,0,,"Bergerak di bidang usaha jasa penyelenggaraan dan pengusahaan jasa kapal, penumpang, barang, dan kegiatan jasa terkait dengan kepelabuhanan",,IPCM,PT Jasa Armada Indonesia Tbk.,S-44PKP/WPJ.19/KP.0403/2017,03.276.306.2-093.000,Utama,Infrastruktur,Infrastruktur Transportasi,2017-12-22T00:00:00,(021) 430 6789,www.ipcmarine.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IPCM.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Wadah & Kemasan,Wadah & Kemasan,corpsec@indopoly.co.id,021- 5224001,0,,Industri Plastik Lembaran dan Perdagangan,,IPOL,Indopoly Swakarsa Industry Tbk,PEM-00066/WPJ.07/KP.0203/2007,01.071.005.1-054.000,Utama,Barang Baku,Barang Baku,2010-07-09T00:00:00,021- 2510088,www.ilenefilms.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IPOL.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corsec@indopureco.com,,0,,Industri minyak kelapa dan produk dari kelapa serta perdagangan.,,IPPE,PT Indo Pureco Pratama Tbk,,91.179.143.2-439.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2021-12-09T00:00:00,0260 424 7083,www.indopureco.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IPPE.jpg
PT BSR Indonesia,0,,False,False,False,True,False,Media,Penyiaran Berbayar,corsec.mvn@mncgroup.com,"(021) 392-7859, 390-9207",0,,"TV berbayar, fixed broadband dan layanan konten digital",,IPTV,PT MNC Vision Networks Tbk.,,02.614.651.4-021.000,Utama,Barang Konsumen Non-Primer,Media & Hiburan,2019-07-08T00:00:00,"(021) 390-9211, 390-0310",www.mncvisionnetworks.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IPTV.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,corsec@itama.co.id,(021) 29067208,0,,Distribusi Alat Kesehatan,,IRRA,PT Itama Ranoraya Tbk.,,01.385.934.3-007.000,Pengembangan,Kesehatan,Jasa & Peralatan Kesehatan,2019-10-15T00:00:00,(021) 29067207,http://itama.co.id/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/IRRA.jpg
,0,,False,False,True,True,False,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,investor@indosatooredoo.com,(021) 3000 3757,0,,Telekomunikasi,,ISAT,PT Indosat Tbk,,01.000.502.3-051.000,Utama,Infrastruktur,Telekomunikasi,1994-10-19T00:00:00,(021) 3000 3001,indosatooredoo.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ISAT.jpg
,0,,False,False,True,True,False,Logam & Mineral,Baja & Besi,corsec@spindo.co.id,"(031) 5310712, 5320290 ",0,,Industri pipa baja,,ISSP,PT Steel Pipe Industry of Indonesia Tbk,,01.001.732.5-092.000 ,Utama,Barang Baku,Barang Baku,2013-02-22T00:00:00,"(031) 5320921, 5316921 ",www.spindo.com ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ISSP.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Rokok,Rokok,office@indonesiantobacco.com,+62341-491407,0,,Industri Pengolahan Tembakau Iris,,ITIC,PT Indonesian Tobacco Tbk.,,01.123.504.1-651.000,Pengembangan,Barang Konsumen Primer,Rokok,2019-07-04T00:00:00,+62341-491017,www.indonesiantobacco.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ITIC.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,"Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",corporate.secretary@energi-andalan.co.id,+62 21 50815253,0,,"Konsultasi, pertambangan",,ITMA,SUMBER ENERGI ANDALAN Tbk,,01.454.030.6-054.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",1990-12-10T00:00:00,+62 21 50815254,https://www.energi-andalan.co.id/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ITMA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Batu Bara,Produksi Batu Bara,-,021 - 2932 7999,0,,Pertambangan Batubara(Coal Mining),,ITMG,Indo Tambangraya Megah Tbk,01.332.590.7-016.000,01.332.590.7-091.000,Utama,Energi,"Minyak, Gas & Batu Bara",2007-12-18T00:00:00,021 - 2932 8100,-,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ITMG.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corsec@ptjar.com,+62 518 2090001,0,,Perkebunan dan Pengolahan Minyak Kelapa Sawit Terpadu,,JARR,PT Jhonlin Agro Raya Tbk,,70.663.132.2-734.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2022-08-04T00:00:00,+62 518 2090000,www.ptjar.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JARR.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,corpsec@jasnita.co.id,021-391 6282,0,,"Perdagangan Besar Peralatan Telekomunikasi, Aktivitas Telekomunikasi Dengan Kabel, Aktivitas Telekomunikasi TanpaKabel, Aktivitas Telekomunikasi Satelit, Internet Service Provider, Jasa Sistim Komunikasi, Aktivitas Hosting dan YangBerkaitan Dengan Itu, Portal Web dan/atau Platform Digital Dengan Tujuan Komersial, Aktivitas Call Centre",,JAST,PT Jasnita Telekomindo Tbk. ,,01.770.132.7-076.000,Pengembangan,Infrastruktur,Telekomunikasi,2019-05-16T00:00:00,021-2856 5288,www.jasnita.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JAST.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corsec@jawattie.com,021-3505906,0,,"Jasa Pengelolaan dan Perdagangan di Bidang Perkebunan dan Pengolahan Karet, Kelapa Sawit, Kopi, dan Teh Terpadu",,JAWA,Jaya Agra Wattie Tbk,-,01.360.922.7-054.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2011-05-30T00:00:00,"021-3505906, 021-65867525 ",www.jawattie.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JAWA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Logistik & Pengantaran,Logistik & Pengantaran,corporate@armadaberjaya.com,0,0,,Angkutan Bermotor untuk Barang Umum,,JAYA,PT Armada Berjaya Trans Tbk.,,03.250.433.4-047.000,Pengembangan,Transportasi & Logistik,Logistik & Pengantaran,2019-02-21T00:00:00,"021-4609433, 4609403",www.armadaberjaya.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JAYA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Kelistrikan,Komponen & Peralatan Kelistrikan,antonius_benady@jembo.com,(021) 26646934,0,,Industri Kabel,,JECC,Jembo Cable Company Tbk,,01.120.419.5-054.000,PENGEMBANGAN,Perindustrian,Barang Perindustrian,1992-11-18T00:00:00,(021) 26646933,http://www.jembo.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JECC.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Pariwisata & Rekreasi,Fasilitas Rekreasi & Olah Raga,info@jungleseries.co.id,0251-8211295,0,,Pembangunan dan pengelolaan taman hiburan/rekreasi serta pembangunan dan perdagangan real estate/property.,,JGLE,PT Graha Andrasentra Propertindo Tbk.,S-1558PKP/WPJ.33/KP.1103/2018,01.332.635.0-431.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2016-06-29T00:00:00,0251-8211290 ,www.jungleseries.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JGLE.jpg
PT. Sirca Datapro Perdana,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",jihd@jihd.co.id,5152546,0,,Hotel and Tourism,,JIHD,Jakarta International Hotels & Development Tbk,0,01.002.825.6-054.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,1984-02-29T00:00:00,5152516,http://www.jihd.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JIHD.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Konstruksi Bangunan,Konstruksi Bangunan,info@jayakonstruksi.com,7363959,0,,Jasa Konstruksi,,JKON,Jaya Konstruksi Manggala Pratama Tbk,0,01.362.643.7-062.000,Utama,Infrastruktur,Konstruksi Bangunan,2007-12-04T00:00:00,7363939; 7340260,www.jayakonstruksi.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JKON.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Material Konstruksi,Material Konstruksi,jkswtbk@yahoo.co.id,4602831,0,,Industri Besi Beton ,,JKSW,Jakarta Kyoei Steel Works Tbk,,01.000.220.2-054.000,Pengembangan,Barang Baku,Barang Baku,1997-08-06T00:00:00,460-28-32,0,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JKSW.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Asuransi,Asuransi Jiwa,cs.info@jmasyariah.com,82470086,0,,Bidang Asuransi Jiwa Syariah,,JMAS,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,S-379PKP/WPJ.04/KP.0303/2017,70.954.765.7-015.000,Pengembangan,Keuangan,Asuransi,2017-12-18T00:00:00,82470083,www.jmasyariah.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JMAS.jpg
,0,,False,False,True,True,False,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",maya.pradjono@japfa.com; yakobus.sugeng@japfa.com; corsec@japfa.com,021-8310309,0,,Animal Feed,,JPFA,JAPFA Comfeed Indonesia Tbk,-,01.002.845.4-092.000,Utama,Barang Konsumen Primer,Makanan & Minuman,1989-10-23T00:00:00,021-28545680,http://www.japfacomfeed.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JPFA.jpg
PT. Sirca Datapro Perdana,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporate@jayareal.co.id,021 - 745 3333,0,,Property dan Real Estate,,JRPT,Jaya Real Property Tbk,,01.001.076.7-054.000,Utama,Properti & Real Estat,Properti & Real Estat,1994-06-29T00:00:00,021 - 745 8888,www.jayaproperty.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JRPT.jpg
PT. Bima Registra,0,,False,False,False,True,False,Peralatan Energi Alternatif,Peralatan Energi Alternatif,corporate@sky-energy.co.id,(021) 7223140,0,,Industri mesin pembangkit listrik,,JSKY,PT Sky Energy Indonesia Tbk.,,02.846.089.7-019.000,Utama,Energi,Energi Alternatif,2018-03-28T00:00:00,(021) 7262081,www.sky-energy.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JSKY.jpg
,0,,False,False,True,True,False,Operator Infrastruktur Transportasi,Operator Jalan Tol & Rel,investor.relations@jasamarga.co.id,021-8413540,0,,Pengusahaan Jasa Jalan Tol,,JSMR,PT Jasa Marga Tbk,,01.001.675.6-093.000,Utama,Infrastruktur,Infrastruktur Transportasi,2007-11-12T00:00:00,021-8413630; 021-8413526,www.jasamarga.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JSMR.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",corp_sec@jsi.co.id,"(021) 5207511, (021) 5255803",0,,Hotel and Tourism,,JSPT,Jakarta Setiabudi Internasional Tbk,0,01.002.883.5-054.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,1998-01-12T00:00:00,"(021) 2520534, (021) 2521778",www.jsi.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JSPT.jpg
PT. Bima Registra,0,,False,False,False,True,False,Jasa Komersial,Percetakan Komersial,corporate.secretary@jasuindo.com,(031) 891-0928,0,,Media dan Percetakan,,JTPE,Jasuindo Tiga Perkasa Tbk,0,01.531.261.4-054.000,Pengembangan,Perindustrian,Jasa Perindustrian,2002-04-16T00:00:00,(031) 891-0919,www.jasuindo.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/JTPE.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Farmasi,Farmasi, ipo@kimiafarma.co.id,"021-3454338, 3454339, ",0,,Farmasi,,KAEF,Kimia Farma Tbk.,-,01.001.627.7-051.000,Utama,Kesehatan,Farmasi & Riset Kesehatan,2001-07-04T00:00:00,021-38477709,http://www.kimiafarma.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KAEF.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Operator Infrastruktur Transportasi,Operator Pelabuhan,wsitumeang@ictsi.com,+62 21 65314711,0,,"Pengembangan, Pembangunan, dan Pengoperasian Sarana dan atau Prasarana Logistik Maritim serta Jasa-jasa yang terkait",,KARW,ICTSI JASA PRIMA Tbk,,01.000.763.1-054.000,Pengembangan,Infrastruktur,Infrastruktur Transportasi,1994-12-20T00:00:00,+62 21 65314710,www.ijp.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KARW.jpg
PT. Bima Registra,0,,False,False,False,True,False,Perhutanan & Kertas,Kayu,corporate.secretary@darbewood.com,+62 31 596 7274,0,,Perdagangan dengan produk utama produk kayu olahan,,KAYU,PT Darmi Bersaudara Tbk.,,03.071.048.7-606.000,Pengembangan,Barang Baku,Barang Baku,2019-07-04T00:00:00,+62 31 596 7274,www.darbewood.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KAYU.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@kbag.co.id,(0542) 8820 399,0,,Bergerak dalam bidang pengembangan real estat baik secara langsung maupun tidak langsung melalui Entitas Anak,,KBAG,PT Karya Bersama Anugerah Tbk,,66.933.623.2-721.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2020-04-08T00:00:00,"(0542) 765888, 8820 388",www.kbag.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KBAG.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Kelistrikan,Komponen & Peralatan Kelistrikan,madeyudana@kmi.co.id,-,0,,Industri Kabel,,KBLI,KMI Wire and Cable Tbk,,01.000.177.4-054.000,Utama,Perindustrian,Barang Perindustrian,1992-07-06T00:00:00,021-4601733,www.kmi.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KBLI.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Kelistrikan,Komponen & Peralatan Kelistrikan,corsec@kabelindo.co.id,"021-460-9064, 460-4271",0,,Industri Kabel,,KBLM,Kabelindo Murni Tbk,-,01.002.962.7-054.000,PENGEMBANGAN,Perindustrian,Barang Perindustrian,1992-06-01T00:00:00,"021-460-9065, 460-9550",www.kabelindo.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KBLM.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel,corporate.secretary@firstmedia.co.id,-,0,,Telekomunikasi & Penyedia Konten,,KBLV,First Media Tbk,01.707.304.0-054.000,01.707.304.0-054.000,Pengembangan,Infrastruktur,Telekomunikasi,2000-02-25T00:00:00,021-50610558,www.firstmedia.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KBLV.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,,,corsec@kbri.co.id,(021)  29634987,0,,Pulp and Paper,,KBRI,Kertas Basuki Rachmat Indonesia Tbk,,01.312.917.6-054.000,PENGEMBANGAN,BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,2008-07-11T00:00:00,(021)  29634985 (021)  29634986,www.kbri.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KBRI.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Wadah & Kemasan,Wadah & Kemasan,corsec@kdsi-ind.com,(031) 7661981,0,,Pulp and Paper,,KDSI,Kedawung Setia Industrial Tbk,,01.132.928.1-054.000,Pengembangan,Barang Baku,Barang Baku,1996-07-29T00:00:00,(031) 7661983,0,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KDSI.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",corsec@kedaton8.com,(021) 8790 5200,0,,Bergerak dibidang jasa penyedia akomodasi berupa hotel dan jasa penyediaan makan minum berupa restoran,,KDTN,PT Puri Sentul Permai Tbk,,21.044.433.7-403.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2022-11-09T00:00:00,(021) 8790 5100,www.kedaton8.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KDTN.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Utilitas Listrik,Utilitas Listrik,corporate.secretary@kencanaenergy.com, +62.21.386.7686,0,,Menjalankan usaha jasa dan ketenagalistrikan melalui anak perusahaan,,KEEN,PT Kencana Energi Lestari Tbk. ,,02.750.932.2-086.000,Utama,Infrastruktur,Utilitas,2019-09-02T00:00:00,+62.21.5890.0791,www.kencanaenergy.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KEEN.jpg
PT. Bima Registra,0,,False,False,False,True,False,Makanan Olahan,Produk Susu Olahan,corp.secretary@prochiz.co.id,021 – 8990 8485,0,,Industri pengolahan produk susu dan produk dari susu lainnya,,KEJU,PT Mulia Boga Raya Tbk,,02.589.590.5-431.00,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2019-11-25T00:00:00,021 – 8990 8468,www.prochiz.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KEJU.jpg
PT. Datindo Entrycom,0,,False,False,True,True,False,Jasa Telekomunikasi,Jasa Telekomunikasi Kabel, hq@triasmitra.com,(021) 22085151,0,,"Pembangunan, penjualan dan pemeliharaan jaringan telekomunikasi kabel serat optik",,KETR,PT Ketrosden Triasmitra Tbk,,01.674.225.6-015.000,Utama,Infrastruktur,Telekomunikasi,2021-01-11T00:00:00,(021) 22085100,www.triasmitra.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KETR.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,corsec@kiaceramics.com,(021) 3862374,0,,Bahan Bangunan Keramik,,KIAS,Keramika Indonesia Assosiasi Tbk,,01.001.688.9-054.000,Pengembangan,Perindustrian,Barang Perindustrian,1994-12-08T00:00:00,(021) 3506227,www.kiaceramics.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KIAS.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Barang Rumah Tangga,Perlengkapan Rumah Tangga,kedawung@sby.centrin.net.id,(031) 8705212,0,,Industri Peralatan Rumah Tangga,,KICI,Kedaung Indah Can Tbk,,01.133.212.9-054.000,UTAMA,Barang Konsumen Non-Primer,Barang Rumah Tangga,1993-10-28T00:00:00,(031) 8700088,0,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KICI.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@jababeka.com,5727279,0,,Property dan Real Estate,,KIJA,Kawasan Industri Jababeka Tbk,,01.067.835.7-054.000,Utama,Properti & Real Estat,Properti & Real Estat,1995-01-10T00:00:00,5727337,www.jababeka.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KIJA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Produk Perawatan Tubuh,Produk Perawatan Tubuh,budi.muljono@kino.co.id,021-80821123,0,,Bergerak dalam bidang usaha industri dan perdagangan,,KINO,PT Kino Indonesia Tbk,0,01.853.207.7-441.000,Utama,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,2015-12-11T00:00:00,021-80821100,www.kino.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/KINO.jpg
